A_CpG_ID	TCGA-OR-A5JP-01A	TCGA-OR-A5JA-01A	TCGA-P6-A5OG-01A	TCGA-OR-A5J9-01A	TCGA-OR-A5LK-01A	TCGA-OR-A5JE-01A	TCGA-OR-A5JC-01A	TCGA-OR-A5J1-01A	TCGA-OR-A5LH-01A	TCGA-OR-A5J6-01A	TCGA-OR-A5LM-01A	TCGA-OR-A5K9-01A	TCGA-OR-A5LB-01A	TCGA-OR-A5LA-01A	TCGA-OR-A5JF-01A	TCGA-OR-A5K0-01A	TCGA-OR-A5LC-01A	TCGA-OR-A5K1-01A	TCGA-PK-A5HA-01A	TCGA-OR-A5JX-01A	TCGA-OR-A5KY-01A	TCGA-OR-A5L4-01A	TCGA-OR-A5KW-01A	TCGA-OR-A5JZ-01A	TCGA-OU-A5PI-01A	TCGA-OR-A5JJ-01A	TCGA-OR-A5L3-01A	TCGA-OR-A5JT-01A	TCGA-OR-A5LE-01A	TCGA-OR-A5K3-01A	TCGA-OR-A5LD-01A	TCGA-OR-A5LG-01A	TCGA-OR-A5KT-01A	TCGA-OR-A5LS-01A	TCGA-OR-A5LT-01A	TCGA-OR-A5LL-01A	TCGA-OR-A5J8-01A	TCGA-OR-A5JO-01A	TCGA-OR-A5LO-01A	TCGA-OR-A5LN-01A	TCGA-OR-A5JY-01A	TCGA-OR-A5J4-01A	TCGA-OR-A5K4-01A	TCGA-PA-A5YG-01A	TCGA-OR-A5JW-01A	TCGA-OR-A5J5-01A	TCGA-OR-A5JI-01A	TCGA-P6-A5OF-01A	TCGA-OR-A5J2-01A	TCGA-OR-A5LR-01A	TCGA-OR-A5JR-01A	TCGA-PK-A5HB-01A	TCGA-OR-A5L9-01A	TCGA-OR-A5KO-01A	TCGA-OR-A5K5-01A	TCGA-OR-A5J3-01A	TCGA-OR-A5LP-01A	TCGA-OR-A5JB-01A	TCGA-OR-A5JM-01A	TCGA-OR-A5L6-01A	TCGA-OR-A5LJ-01A	TCGA-OR-A5L5-01A	TCGA-OR-A5JV-01A	TCGA-OR-A5L8-01A	TCGA-OR-A5K6-01A	TCGA-PK-A5H8-01A	TCGA-OR-A5K2-01A	TCGA-OR-A5JG-01A	TCGA-OR-A5KZ-01A	TCGA-OR-A5JS-01A	TCGA-PK-A5H9-01A	TCGA-OR-A5JK-01A	TCGA-OR-A5JL-01A	TCGA-OR-A5JQ-01A	TCGA-OR-A5J7-01A	TCGA-OR-A5K8-01A	TCGA-OR-A5KX-01A	TCGA-OR-A5KV-01A	TCGA-OR-A5JD-01A	TCGA-OR-A5KU-01A
cg00812839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00834234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00850868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00894142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00919576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00954931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01000036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01009068	0.93449216309612	0.907560869027455	0.891626366337545	0.923514953141866	0.923358983219474	0.916309418096367	0.90173715337075	0.932724946841748	0.928303021777041	0.919088180790577	0.916819092179672	0.92571335786502	0.908984751588092	0.929243235972268	0.933469057055412	0.928338407802253	0.921718702649271	0.932348493446826	0.877305157062315	0.912747830716521	0.927772938930535	0.94531321520098	0.92368374540653	0.879545210402133	0.893275665946307	0.904939117991276	0.924065085656459	0.867911048412976	0.910015774367286	0.916592067238726	0.945424946557074	0.940604164715117	0.948492404382682	0.90409771526709	0.89022627694531	0.870597133906877	0.935141013038654	0.915782673232707	0.902665648631847	0.936114446527423	0.931485311575246	0.941434214293967	0.75963950144055	0.921973280127753	0.91752230404267	0.94041152409179	0.928141040802765	0.865248748892035	0.904792317414879	0.904122785107177	0.919594575999496	0.942314435033548	0.942909366332132	0.911026107229349	0.911123632856196	0.918650565692195	0.871373685600493	0.938186119037393	0.914950339937978	0.89883246095932	0.935803039842969	0.921342293963074	0.919431487116449	0.925430951494353	0.935197988396645	0.917162114164097	0.906529874313763	0.911984728379989	0.883672756071361	0.918993507780908	0.946228048423136	0.908260410329133	0.901751715179014	0.90626422945303	0.93628931765679	0.916210811937168	0.956469758029492	0.908387338007575	0.923693049802046	0.912251518275708
cg01049884	0.973153587431925	0.97017910620135	0.97514131165537	0.979486467332905	0.975682106183411	0.96327867363392	0.954365994354701	0.973922560944	0.954122297593176	0.972048633293194	0.958712207727517	0.954896195363988	0.955915174248783	0.971113897195562	0.977964058798731	0.936670285701618	0.955971604388486	0.984271195132676	0.952378310444731	0.975923342138298	0.963613007741601	0.982867377265363	0.980480764892579	0.980478178731542	0.937295304720286	0.91094801208918	0.975019531870763	0.98453512546067	0.976895491501707	0.975462257047909	0.97720628614661	0.976802330237699	0.954143265804656	0.942825867080424	0.954124239420849	0.961523105419011	0.97177735207356	0.970249360019885	0.951016907274775	0.983351091428507	0.973305708797029	0.983057394334116	0.97760266536343	0.929041568221359	0.956873762606393	0.980497146952747	0.957237390843371	0.953614191828059	0.946307907853303	0.982866792197839	0.980026719091023	0.977936089229092	0.963310044953933	0.960562445082455	0.973398653114301	0.981079814545018	0.940821025907863	0.950936749715138	0.95667840651243	0.967376445651839	0.98252872986807	0.948536377293264	0.976660337162418	0.976772957382353	0.98159882550006	0.969158282498671	0.979960580806354	0.918962592378591	0.984134935249229	0.951678465841213	0.979771114434105	0.984100926431557	0.932466514402515	0.98104587248042	0.94640601551654	0.937774784284271	0.958604155645933	0.945485375084019	0.953723995082185	0.956997414957211
cg01052572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01080483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01132485	0.753560282342816	0.533965956447479	0.768455341196331	0.851913099673293	0.807682338631078	0.501727755088402	0.342788031485384	0.833543269199471	0.533886644334307	0.565280971189943	0.579645771072047	0.130017923896997	0.14106215851764	0.820098249661051	0.581697655192201	0.837894697462058	0.415708275211173	0.871774465459204	0.909630955302934	0.146069628576123	0.812441841182447	0.514609007265697	0.17211447391936	0.207477313330627	0.843812806200279	0.843921289609535	0.252405872997581	0.314884361556533	0.163258808869254	0.775083033706403	0.88645359061351	0.225669634315749	0.409804005450424	0.43544407194245	0.205500113080131	0.265872194743209	0.524219215014365	0.77927952363986	0.396135530077148	0.680396036031316	0.35991376474805	0.213546495528782	0.475864856147235	0.743365493293451	0.901357136703863	0.908592849154696	0.879126689409478	0.72537603874173	0.250801226769762	0.54734955266551	0.283008970114537	0.881015484788446	0.558985633170068	0.631844016637943	0.802437371725494	0.229635362130416	0.282279932483461	0.876241210611599	0.18794425033195	0.451874794813665	0.728496732242071	0.650447221191323	0.715052912343943	0.117177499225437	0.483866991398018	0.145216677315222	0.377683135436756	0.861969982609549	0.697707501611008	0.550871355253123	0.834286400886319	0.575139648245863	0.512585489788294	0.769880120224045	0.556162190864907	0.780181852830525	0.678410486906962	0.68641168896906	0.844218508984619	0.403042146993135
cg01135961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01137421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01154525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01163994	0.892534366737422	NA	0.885813106086422	0.866659110587292	0.895058155868301	NA	0.714983193998523	0.13900174270435	0.786930900329118	0.813789494473901	NA	0.0921151674905002	NA	0.91273893632094	0.391878974560986	NA	0.341030349290516	0.127430433265227	0.837252332620294	0.651029816608697	0.901463905441104	0.841682002456592	0.178659431817016	0.148056541896191	0.908295161584874	0.489014109328861	0.740915104765902	0.383046049959041	NA	0.316280436568271	0.937542358365852	0.804945305803705	0.71349813950572	NA	0.151765664686405	0.819980609019436	0.776577487882365	0.884578195968672	0.180797646853567	0.710104424907586	NA	0.138558511125109	0.0872558810142374	0.641022608447271	NA	0.837271630052467	0.786588763448368	0.158315271359813	NA	0.768766350284547	0.795485643574406	0.808813927735786	0.260836938209686	0.813403598947786	NA	0.827727095246184	0.906848422724741	0.939141413496427	0.126301722934168	0.218379397302211	0.590957158619254	0.904209835423808	0.500733397926572	0.921780162449044	0.69071806018187	0.408883439952977	NA	NA	0.36901608667906	0.154859854250301	0.358827982179632	0.40118083708421	0.77600787386916	0.839237142718662	NA	0.141222920019613	0.119531877990332	0.69883067374795	0.932312536786374	0.815773541276471
cg01204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01206398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01230154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01231757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01251118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01331064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01352656	0.915474188542924	0.890107118158821	0.399062287315714	0.797847730966481	0.0559140870514286	0.117932640933464	0.719325149651333	0.590479364224696	0.700121415890629	0.152057077175609	0.027197027056337	0.328899443180993	0.952277981524391	0.0527934688118722	0.952250864102832	0.479092263203065	0.0323104334789692	0.0432947464158866	0.0745604842674732	0.0451664571678208	0.0478107177599596	0.0935031951293651	NA	0.062118940202309	NA	0.0409730044027307	0.048792562491853	0.0417213964894501	0.0257263905885024	0.0575813227141793	0.953010469952329	0.923916888176137	0.0783640389976971	0.076361898189346	0.0609089751115078	0.0385477848351318	0.751250518400048	0.092963451435477	0.0292544349794562	0.886493592469904	0.0738668100076187	0.0239191185524699	0.0777864119229213	0.717353370179606	0.0338034019238024	0.106171075363765	0.0402510384242062	NA	0.0765336918561409	0.0514384023863587	NA	NA	0.146656467227713	0.0310824291713393	0.364513906434632	0.0371351658154968	0.051334179658492	0.0565562713132806	0.0254000388535084	0.850754366154425	0.0431474682252341	0.0889029989480919	0.18486339635791	0.0318711530502768	0.942684107024368	0.0886640930880755	0.0554344524789643	0.905290267875724	0.0447442860033482	0.0264563527763063	0.0682686323251461	0.0788144092161247	0.814333360306648	NA	0.34348300570959	0.0291935838885149	0.0400619767610917	0.770211956839522	0.0405366129242383	0.0692147563465481
cg01372572	0.671588281693961	0.424158483787253	0.705367147682129	0.788296258654711	0.537377383718897	0.757603455850826	0.686614222389892	0.815743257748441	0.753724637990232	0.409814913650495	0.357179780231372	0.189168968862151	0.418332605833277	0.747655481124233	0.615690044046646	0.847940718331025	0.528388597109918	0.635186182500802	0.638417997206521	0.836282011847914	0.751408674485569	0.48434248611916	0.555152087774962	0.429289577269779	0.828349088199849	0.796981587405699	0.425121765102726	0.401310858290348	0.503884541948405	0.274482520864889	0.846537331359858	0.391087722166183	0.335734018099135	0.813388887892666	0.193125193256417	0.552384732637435	0.676418791290852	0.484388413467044	0.816873276548933	0.502944955766631	0.326743334784688	0.655088332869715	0.156413176254932	0.344636180519945	0.804916473176293	0.828204629063182	0.757951552619306	0.441797846678816	0.384647552066326	0.736809163365095	0.608372227940753	0.426127822638101	0.364486418600964	0.777271655435568	0.799077064687147	0.800155143200682	0.387129721728847	0.714688009010123	0.657274068550073	0.26754392508721	0.708678649374164	0.688447373476184	0.607433177304973	0.8404724551905	0.749442920695311	0.198673991386862	0.684962579148586	0.797532245845202	0.365396786111836	0.764483112519193	0.531237306617134	0.582079938811021	0.649177670725013	0.508402403676475	0.51452038290316	0.613498296196878	0.277325921920276	0.780678397115183	0.737951998767842	0.82638700529078
cg01389383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01404122	0.73390819602838	0.65041056716222	0.528332871699667	0.950707560229265	0.670195934605557	0.839458512922443	0.372725577790898	0.845407064424276	0.851863455817748	0.726394871753218	0.301272261521405	0.122163304224723	0.924219324695489	0.497431297299343	0.955134352247318	0.656467197481901	0.488699896868106	0.874217951863941	0.940981639320006	0.647292059044718	0.799463379530337	0.259696764016163	0.312642681505318	0.158043222255987	0.94740712014859	0.929819845714806	0.609958221276751	0.852431751122591	0.530410974618658	0.751894265971259	0.938480395558363	0.163429582177372	0.597632007885111	0.611173925161586	0.153237436577084	0.619171410395503	0.388736373891006	0.898053662617703	0.939110475279599	0.870497942625539	0.643467867649576	0.181646420533369	0.115581862363944	0.437859394387083	0.944758592113793	0.263068410298794	0.851237712016208	0.901029781973332	0.35214470338372	0.95225405524204	0.658510336585764	0.240302738103093	0.363584180990292	0.92526006467215	0.926180871902056	0.909710550997635	0.833183511220479	0.641163722142183	0.902154907087167	0.562395710715396	0.872763123913475	0.865735631749978	0.561879838091117	0.635071632677305	0.627139992771028	0.907521139869745	0.801445866380069	0.943652191394228	0.172575782982362	0.951808406946267	0.839172086927134	0.472463524737499	0.910101198006722	0.403777855534001	0.928760433621463	0.954335928806415	0.89215258914597	0.890876385149189	0.873831492751596	0.941962854314878
cg01449444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01522278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01579172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01637519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01638082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01644640	0.666370082996398	0.649086135718749	0.739629071115324	0.923300765133715	0.897243662211443	0.925238982393643	0.831517720978571	0.919732258476958	0.907582220103695	0.866755204572877	0.936981037006778	0.0910755597946998	0.916546453043756	0.877309094631437	0.790371367028593	0.0896035758916323	0.557136286687601	0.919180254200632	0.890643411161736	0.745853666668474	0.934774574340032	0.885407034193223	0.928586911110099	0.922519131075145	0.92097296885777	0.907316135761571	0.920538987926717	0.543866158803467	0.510059677046822	0.255574840534868	0.918040543686458	0.828311359550103	0.674649694538333	0.921751171241919	0.911546111367383	0.877727091139076	0.893361037118455	0.692480288947109	0.93446149725208	0.73211503012708	0.890532317649218	0.18509584044743	0.215719999767131	NA	0.278466279722695	0.913424314011502	0.884328065638831	0.865097548682792	0.192271022278993	0.283010420166509	0.732928978445353	0.927475197564678	0.935210899526259	0.930463804970443	0.909289499111494	0.921754906538799	0.877187677147021	0.593673165724344	0.296768871043459	0.691254553294793	0.802123189032904	0.869480083953196	0.616883155235087	0.756718297525617	0.919195072141808	0.87272555586885	0.886831638294483	0.934450368834593	0.651921295833501	0.933053357665279	0.660993645722664	0.456008773412843	0.915722534315106	0.866470210373714	0.915615936312021	0.92881083643126	0.215325254542708	0.919958042618062	0.910816590989943	0.924826936883675
cg01659483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01711850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01729288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01735082	0.9109129664829	0.715408532212245	0.716328795065751	0.89701023084689	0.441553042698008	0.828893178116775	0.500678086903388	0.835961316134366	0.877753565201018	0.184947284731351	0.587269703762955	0.481354289302029	0.918277489627069	0.819921663677477	0.193008868467651	0.32863707574199	0.488708243679646	0.218438891149972	0.91502270998175	0.101888911407169	0.620709691780705	0.467114639981853	0.121048627518703	0.120176624378348	0.926504403277093	0.916092013177289	0.273709832952662	0.756946244965184	0.82168635724897	0.717746092254802	0.920357265425155	0.512635661171649	0.346263588282163	0.219705095485062	0.128459970093023	0.905909501398048	0.391333753697331	0.341195142656974	0.559266842983799	0.536019711642102	0.233445234312732	0.247867909811457	0.529092661918824	0.354293864728096	0.845059927216396	0.931558298469973	0.708217263860533	0.78937116443616	0.297350586010044	0.200003232425639	0.304061211645973	0.847398085137365	0.274065498094645	0.800514641837402	0.497707275486729	0.104191469035293	0.821853256031687	0.577750851769744	0.514252358553177	0.134651642997431	0.141960918680936	0.418711102347279	0.650092884678448	0.142782994692995	0.536279994097188	0.43267746864707	0.502433045224815	0.57960562513691	0.817558270420723	0.911355928681848	0.33841733673312	0.380331781956492	0.882640209376283	0.384553896239457	0.471952307707519	0.148487848929209	0.13061280488171	0.853444997795329	0.329002681348487	0.146749829025091
cg01774400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
