A_CpG_ID	TCGA-YZ-A983-01A	TCGA-V4-A9ET-01A	TCGA-WC-A880-01A	TCGA-V4-A9EW-01A	TCGA-WC-A87T-01A	TCGA-VD-AA8P-01A	TCGA-VD-A8KG-01A	TCGA-V4-A9EK-01A	TCGA-V4-A9EZ-01A	TCGA-V4-A9F4-01A	TCGA-WC-A88A-01A	TCGA-V3-A9ZX-01A	TCGA-V4-A9F8-01A	TCGA-VD-A8K8-01A	TCGA-V4-A9F0-01A	TCGA-WC-A883-01A	TCGA-V4-A9EF-01A	TCGA-V4-A9EQ-01A	TCGA-VD-A8KL-01A	TCGA-V4-A9E7-01A	TCGA-V4-A9F7-01A	TCGA-VD-AA8S-01B	TCGA-VD-AA8N-01A	TCGA-WC-A881-01A	TCGA-YZ-A984-01A	TCGA-VD-AA8T-01A	TCGA-VD-A8KM-01A	TCGA-VD-A8KI-01A	TCGA-VD-A8KO-01A	TCGA-WC-AA9A-01A	TCGA-RZ-AB0B-01A	TCGA-V4-A9E5-01A	TCGA-WC-A87Y-01A	TCGA-VD-A8KB-01A	TCGA-WC-A888-01A	TCGA-V4-A9ED-01A	TCGA-WC-A87U-01A	TCGA-V4-A9EM-01A	TCGA-WC-A882-01A	TCGA-VD-A8KJ-01A	TCGA-V4-A9EX-01A	TCGA-VD-A8KD-01A	TCGA-VD-AA8M-01A	TCGA-VD-A8KN-01A	TCGA-V4-A9EJ-01A	TCGA-V4-A9EV-01A	TCGA-VD-A8K9-01A	TCGA-V4-A9EO-01A	TCGA-VD-A8KK-01A	TCGA-V3-A9ZY-01A	TCGA-YZ-A980-01A	TCGA-VD-A8KA-01B	TCGA-VD-A8KH-01A	TCGA-WC-AA9E-01A	TCGA-V4-A9E9-01A	TCGA-V4-A9EH-01A	TCGA-V4-A9EY-01A	TCGA-VD-AA8Q-01A	TCGA-V4-A9F2-01A	TCGA-WC-A87W-01A	TCGA-VD-A8K7-01B	TCGA-V4-A9EL-01A	TCGA-VD-A8KF-01A	TCGA-V4-A9F1-01A	TCGA-VD-AA8R-01A	TCGA-WC-A884-01A	TCGA-V4-A9EU-01A	TCGA-V4-A9EA-01A	TCGA-V4-A9F5-01A	TCGA-VD-A8KE-01A	TCGA-YZ-A982-01A	TCGA-VD-AA8O-01A	TCGA-V4-A9EI-01A	TCGA-V4-A9E8-01A	TCGA-V4-A9ES-01A	TCGA-V4-A9F3-01A	TCGA-YZ-A985-01A	TCGA-V4-A9EE-01A	TCGA-V4-A9EC-01A	TCGA-WC-A885-01A
cg00812839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00834234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00850868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00894142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00919576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00954931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01000036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01009068	0.949837138446441	0.956830151837685	0.902466704028551	0.926547918282854	0.882464092881178	0.906748428163675	0.938526203038607	0.952500274810923	0.936261850155522	0.918841747136377	0.933584376720915	0.930222439245789	0.933399932074958	0.917476259890682	0.946936732487051	0.934506538996447	0.920562777264966	0.936973476331528	0.925782901700249	0.925149681940274	0.923828942370736	0.934454197547704	0.929221498815597	0.91999532782236	0.932054110469901	0.931408734323809	0.929179093812389	0.928690039440226	0.939014818920346	0.923014944216447	0.917684078328811	0.924732707999719	0.924864539525925	0.933370319754098	0.939308413015653	0.933449117368447	0.90446397331455	0.920427355412471	0.922779607371563	0.934880296316433	0.938712490713721	0.921285777973105	0.941289275563683	0.946548397108082	0.943358258154361	0.926101767428889	0.922663946638721	0.886965171736566	0.915845243492249	0.948244338516273	0.939220763496524	0.931286577873068	0.942878012041239	0.90323656784424	0.944928387929538	0.902568563699829	0.950127467456827	0.917412750599538	0.915460777019801	0.937848655668257	0.922062329991749	0.925549361162627	0.932244354921956	0.924643031421734	0.933789334194348	0.945376401844414	0.932093996443217	0.945487689260064	0.943174620682332	0.912812802832895	0.944624762635114	0.939825260761576	0.934329825824153	0.92460903710284	0.91773144496259	0.922324472506636	0.935420649258641	0.93639134390487	0.914708673068699	0.93251977195954
cg01049884	0.970369737774688	0.977128408547799	0.943113359753376	0.976049455377655	0.975768308103343	0.960027066954131	0.942152579395644	0.97869706675806	0.973366959285948	0.976563087560022	0.981953842122198	0.978369325588477	0.96216717415933	0.985001094324309	0.979772337964316	0.98354331301552	0.969240909184877	0.968099061996155	0.957005358261031	0.984214658570208	0.974026900163621	0.974546870843313	0.973644330509775	0.966933858138516	0.971393577850533	0.967108632167481	0.981209109671407	0.984675110859737	0.9786872485892	0.961078195065811	0.983754572322316	0.96818780426432	0.958498115029668	0.942177747285601	0.981232559587383	0.950995075814024	0.977971854679849	0.967132785393003	0.967376828959189	0.976502885611575	0.983646550289032	0.978972340469347	0.974793609848253	0.979455960399416	0.941951893923241	0.965450395521744	0.969283946306337	0.969781829283378	0.973281186322831	0.963795569205405	0.972645518048839	0.972485236594535	0.956066480562496	0.977461565465252	0.974057081291534	0.958649050523075	0.976391457396971	0.938803618557321	0.968772308013804	0.955039520527831	0.977237468691721	0.973340184667547	0.962827675707008	0.973138635968604	0.970745052624109	0.967196849970683	0.985116087022532	0.94916113085718	0.972136861555758	0.935402364709186	0.971675279622213	0.964409621003576	0.978580367356008	0.979135141071783	0.93499361578637	0.977229596816484	0.971688541848288	0.979729194027426	0.936962999302593	0.973210382539353
cg01052572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01080483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01132485	0.900850661854434	0.916845576178375	0.89711099757713	0.685830796729211	0.888231144671462	0.560581177099424	0.633793057754335	0.644352882539398	0.900734255745584	0.890440917787609	0.863903516453245	0.883638129928107	0.911430865538108	0.896569457867092	0.910375896739837	0.541711072683624	0.930047887683676	0.904864796522477	0.858271797634147	0.934395591280821	0.882500467418222	0.9003870068302	0.905075792930467	0.886477103072251	0.467130796361651	0.910161260994721	0.890430437287932	0.910122282645362	0.897186516373505	0.918926217756528	0.894594410736677	0.618610107800714	0.911240874026285	0.860984803515924	0.899081879690933	0.910149170558318	0.918726391132591	0.880068507436553	0.900555936186611	0.850591189731325	0.812251017122457	0.889812706379177	0.886744526738643	0.887298243656355	0.86791166497202	0.852647969489088	0.550711232642662	0.857880081352266	0.909398885351848	0.888550941426323	0.917934223900685	0.903377432712096	0.918171142323597	0.887673230701961	0.893177245295708	0.890874452983358	0.889449884144055	0.894457062981854	0.922878286770832	0.62446271633736	0.903679238905607	0.879540253177065	0.906556608008737	0.57804854378824	0.910270658800605	0.810967580039482	0.881669341199397	0.896403802172198	0.865120659702193	0.913056451157453	0.866946786674589	0.873717553987679	0.799846413380888	0.892137808222004	0.887350587015601	0.840162232611606	0.589630592586362	0.88615076043463	0.917084158415975	0.905950933672436
cg01135961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01137421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01154525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01163994	0.923710553730392	0.952229663688084	0.942397466127485	0.939542396414359	0.929727910872825	0.944955263845126	0.942266049478108	0.935508706873824	0.940919299158998	0.944729747839786	0.95304987530866	0.922314624237707	0.95133539091045	0.953415255689469	0.948021420578052	0.941841966493476	0.961338249551687	0.841622955419579	0.953019829366852	0.958921074168104	0.938764996110111	0.957109925336035	0.950093899709985	0.932524662712903	0.936385731306995	0.953937999381454	0.93673926288392	0.96033456587635	0.939109108304571	0.954036834954509	0.967549002327112	0.848060976032408	0.949164101543242	0.941656339312462	0.93929849804472	0.899339648970904	0.93742116757494	0.954517915424493	0.928486726910909	0.956396772112559	0.887539125618237	0.954456731627071	0.932827259173107	0.961443957163696	0.797373949052961	0.954538362983996	0.920630529305693	0.944265327027256	0.939443461711028	0.944400977535739	0.925275111428989	0.952650881476905	0.94421888961517	0.956970238456212	0.944777580020043	0.900928236305309	0.946735533822388	0.942188701207077	0.940805443619402	0.938428291329638	0.933022439354033	0.873367725759103	0.9515470969389	0.953417511381052	0.928830033158888	0.935693098214513	0.922130269198735	0.930226579657876	0.963500121826247	0.944094876664907	0.942296161224173	0.776187899119874	0.938946708310811	0.945782462490894	0.930463549194008	0.94650157237943	0.939906933682571	0.928275789616372	0.932617514115841	0.911250455508303
cg01204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01206398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01230154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01231757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01251118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01331064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01352656	0.940235725094801	0.0955355450121242	0.158714955254534	0.236272301817532	0.248628056088619	0.0722409339168759	NA	0.197619624502993	0.201141056247213	0.0228819337754338	0.151429133237521	0.0292375211990524	0.030491194207794	0.22183591013408	0.130769050417144	0.156571548580782	0.01718863567622	0.0208548046600226	0.0219880974486567	0.0218380122245142	0.022204330803259	0.89109940006468	0.0447279795871384	0.0214277190520906	0.019508379815002	0.0252779014950849	0.590544592957355	0.0218123003805898	0.0210571623637149	NA	0.892428251927563	0.0303651058746325	0.219767519196281	0.0324109304443039	0.0442885888848577	0.0382318244429748	0.905908700238485	0.108711954006177	0.0283435016763044	0.0897190445835047	0.17308183338436	0.15913968529328	0.0213122052861297	0.0224781451653802	0.0268645115117147	0.0277877540663083	0.0259732063566807	0.0237000192473084	0.0645850930946985	0.839810298592	0.0502834473385538	0.0224418872898243	0.275585665387592	0.906476693890024	0.0921098958181905	0.0206468498186803	0.147800451499532	0.0740112091008907	0.278885216143758	0.920616006257788	0.0207223618151949	0.801738473527	0.0563437287499882	0.0260956417072941	0.151326052027137	0.0242483201195701	0.025181750263609	0.0214835629298043	0.30411788942602	0.107738871217237	0.181567669117955	0.393844486572578	0.103055835698919	NA	0.0280436984620661	0.0220620462489009	0.172898540073556	0.248887755959539	0.0950280262231014	0.0886933446118929
cg01372572	0.568396003207814	0.492073323630774	0.417874668640077	0.561439328685476	0.709183397957121	0.710226843790611	0.444903060342968	0.449763802078357	0.795451138465545	0.591333072124422	0.533048290718483	0.534112408879045	0.638072919350569	0.542542264866936	0.697161359992912	0.4186612072983	0.493090367486803	0.475661525475421	0.393008748206613	0.536062802092736	0.59814560464425	0.645526558567132	0.486864308465032	0.515694034332299	0.749869661735539	0.441708735976409	0.511008229654993	0.554237549325692	0.620711374503928	0.536173922280343	0.453453332230462	0.157871316146562	0.562088069959381	0.507865929014604	0.622370552813629	0.527689170805298	0.61141093620041	0.237741732811838	0.529537305256997	0.665903394492639	0.490801171847743	0.515071879936139	0.564825333344377	0.588242020793538	0.385080875194672	0.476712051850647	0.348383244126171	0.491903209860646	0.521501839018643	0.5766680709513	0.583842155970131	0.519861716625269	0.658698211070313	0.559393891815585	0.515633419136955	0.722862120039064	0.727550182020967	0.5566358268257	0.534443563178426	0.687385134328191	0.676641217508417	0.509480818999295	0.653377985635545	0.528976891798187	0.6761002069371	0.540792132529145	0.473710638830853	0.549989930761309	0.684518995416934	0.688997925865486	0.533968801050692	0.370144627183485	0.473742336640664	0.471720637393792	0.746524061106735	0.542391710198741	0.485422038629618	0.42675961739186	0.641130795446258	0.474582634826764
cg01389383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01404122	0.905220031436745	0.948599478787976	0.881776107401056	0.868470545089069	0.951387024593791	0.955193594917404	0.900060345833142	0.9316518314268	0.930352770118675	0.943027881814329	0.68692191762173	0.721192810470782	0.920890896251708	0.856527288362395	0.941651261552066	0.705851095168783	0.885740130599849	0.934596141943733	0.563636208131404	0.917852129258784	0.926467459074097	0.924718791833093	0.864293295044069	0.955321497461816	0.936953377111142	0.942901286960273	0.83089403941067	0.913939385374747	0.910265054492393	0.939618461669298	0.617420898520187	0.678485512977156	0.895593311580367	0.912825840957931	0.806336881390474	0.356128494343455	0.928384668092663	0.944092740528714	0.939718006484711	0.933480828832482	0.710592251778795	0.883002093040875	0.790053023633135	0.933253164969276	0.832393272099348	0.872328377946355	0.888671697929159	0.947009712853673	0.937557577800693	0.930991997486857	0.944150292452124	0.492932704784986	0.917546997541795	0.964534955411959	0.935772040100593	0.950879333276286	0.742033353452575	0.770002199876837	0.947988507304384	0.957338395291099	0.710692035063347	0.729467000144317	0.964391637250019	0.587368618775492	0.658474607962731	0.892997831766446	0.736008981950364	0.891804903330424	0.946124695457296	0.946084466328156	0.768877303918733	0.831926076916422	0.655887793227662	0.942103385718116	0.934941972196069	0.877902644150546	0.944226692568933	0.881802118905702	0.921341030886496	0.919562626753922
cg01449444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01522278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01579172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01637519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01638082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01644640	0.933537851615423	0.949128045131041	0.894038425673381	0.799587308527628	0.898363298516994	0.933244963557993	0.838298158317757	0.908969813156809	0.935591478235117	0.931610320305669	0.883903336489283	0.894551854706172	0.94148424737301	0.921912718004591	0.826038868253561	0.917707336854115	0.941799342212479	0.916428256528367	0.928119018907644	0.941932410843221	0.933171730669188	0.939101284967616	0.90837561872931	0.926222417764832	0.941067832449801	0.80019465688446	0.713481732291922	0.927507619534692	0.905420606401257	0.911208209527427	0.933075292380392	0.718249281531208	0.886966019713238	0.936648828566886	0.766140700056256	0.929274412683973	0.933462348002752	0.659807498722926	0.747834108313374	0.921249023635272	0.898938239952476	0.886848338480131	0.912194677339303	0.938640397813342	0.762131435383676	0.817940080897754	0.841615173260611	0.944488069947574	0.935902183227895	0.950810719688669	0.950669546962064	0.847467544310424	0.942829156514517	0.949579516853346	0.949816618086616	0.931701402561964	0.934210418848499	0.903257559515936	0.913879500748004	0.936975807113456	0.902554112126399	0.875386016950149	0.942691523378804	0.933621354438859	0.870786439385451	0.919368358820427	0.907453628522501	0.923359272561117	0.938112985645039	0.922487501746234	0.927400405788956	0.943563490788485	0.866393006423775	0.917275790743596	0.948804256650131	0.841234427386703	0.938733176609497	0.787499429777936	0.939499709153442	0.868687403076924
cg01659483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01711850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01729288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01735082	0.890003547029035	0.869810593914083	0.785909364380304	0.732385332312705	0.922591291430758	0.94200376778083	0.713038969552413	0.842482979087003	0.691272556077536	0.879771184701419	0.786107742768455	0.721098231138955	0.874698088468239	0.850821646321007	0.883735978758369	0.781767842241529	0.885248990071569	0.828302367039988	0.756779178909038	0.788528383449351	0.915963240895235	0.88482449190752	0.766902851385708	0.892953142848517	0.895570291656281	0.932119637449603	0.714206681084635	0.852543079503679	0.886021115384335	0.858053140752118	0.764607816866335	0.229250203726212	0.815491052496516	0.91340344901041	0.813491563325702	0.850812289992903	0.903014833749185	0.253014017174891	0.91440322589946	0.921765727440568	0.786477502781534	0.884855991331498	0.788100178726949	0.869499561588721	0.754906390312557	0.806788626041887	0.766079216675956	0.644858880894843	0.90871896606957	0.835916380279127	0.82595159033453	0.757046669705515	0.915520347849833	0.714536598610102	0.868360970744788	0.764842700115872	0.861383693984569	0.857254644907905	0.815826237766728	0.864599150087129	0.918374412718607	0.727021511441649	0.904118710517758	0.879522967629737	0.866050684310691	0.704480895078818	0.788228985440618	0.899584174681374	0.868707842460581	0.926645829130735	0.845737584405932	0.76012228233927	0.766005601510404	0.748510136822274	0.937081620527252	0.762245231480939	0.940968362869827	0.842539385988727	0.885935905437391	0.872479382649446
cg01774400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
